5,clean_text,sentiment,compound,pos,neg,neu
Alguém sabe informar o prazo de entrega de a compra?,alguém sabe informar prazo entrega compra,Neutro,-0.004,0.0,0.003,0.997
"A loja fica aberta até as 22h, segundo o site.",loja fica aberta até segundo site,Neutro,-0.019,0.0,0.012,0.988
"Voltarei a comprar com certeza, muito profissional!",voltarei comprar certeza profissional,Positivo,0.8484,0.701,0.0,0.299
"Simplesmente incrível, o prazo de entrega sensacional!",simplesmente incrível prazo entrega sensacional,Positivo,0.4385,0.339,0.0,0.661
"Comprei a compra ontem, ainda vou testar.",comprei compra ontem ainda vou testar,Neutro,-0.0088,0.0,0.006,0.994
Fui até a loja física para trocar o celular.,fui até loja física trocar celular,Neutro,-0.0373,0.0,0.036,0.964
"Entrega atrasou muito, veio tudo errado.",entrega atrasou veio tudo errado,Negativo,-0.719,0.0,0.497,0.503
"Muito satisfeito com o brinquedo, vale cada centavo.",satisfeito brinquedo vale cada centavo,Positivo,0.4688,0.453,0.0,0.547
O fone de ouvido chegou no prazo previsto.,fone ouvido chegou prazo previsto,Neutro,-0.0339,0.0,0.029,0.971
"Comprei o relógio ontem, ainda vou testar.",comprei relógio ontem ainda vou testar,Neutro,0.0174,0.016,0.0,0.984
"Comprei o notebook ontem, ainda vou testar.",comprei notebook ontem ainda vou testar,Neutro,-0.04,0.0,0.038,0.962
"O notebook tem cor azul e branca, conforme o anúncio.",notebook cor azul branca conforme anúncio,Neutro,-0.0225,0.0,0.022,0.978
"Péssimo o suporte, não recomendo.",péssimo suporte recomendo,Negativo,-0.6847,0.0,0.45,0.55
"O celular superou minhas expectativas, muito bom!",celular superou expectativas bom,Positivo,0.7167,0.473,0.0,0.527
"Atendimento horrível, ninguém resolve nada.",atendimento horrível ninguém resolve nada,Negativo,-0.8242,0.0,0.791,0.209
Extremamente decepcionado com o perfume.,extremamente decepcionado perfume,Negativo,-0.7393,0.0,0.697,0.303
Qual a diferença entre o celular e o modelo anterior?,diferença entre celular modelo anterior,Neutro,0.0259,0.025,0.0,0.975
Alguém sabe informar o prazo de entrega de o pedido?,alguém sabe informar prazo entrega pedido,Neutro,0.0149,0.015,0.0,0.985
"Comprei o relógio ontem, ainda vou testar.",comprei relógio ontem ainda vou testar,Neutro,0.0172,0.017,0.0,0.983
"Equipe super atencioso, super recomendo essa marca!",equipe super atencioso super recomendo marca,Positivo,0.8037,0.797,0.0,0.203
"A loja fica aberta até as 22h, segundo o site.",loja fica aberta até segundo site,Neutro,0.0198,0.014,0.0,0.986
Fui até a loja física para trocar o livro.,fui até loja física trocar livro,Neutro,0.0304,0.026,0.0,0.974
"Produto de baixa qualidade, dinheiro jogado fora.",produto baixa qualidade dinheiro jogado fora,Negativo,-0.5529,0.0,0.457,0.543
"O pedido é horrível, não vale o preço, decepção total.",pedido horrível vale preço decepção total,Negativo,-0.5786,0.0,0.522,0.478
"Excelente a entrega, recomendo a todos!",excelente entrega recomendo todos,Positivo,0.8387,0.596,0.0,0.404
Extremamente decepcionado com o perfume.,extremamente decepcionado perfume,Negativo,-0.7274,0.0,0.621,0.379
Estou pesquisando opiniões sobre o site antes de comprar.,estou pesquisando opiniões sobre site antes comprar,Neutro,0.0306,0.026,0.0,0.974
"Que compra ruim, o celular veio quebrado.",compra ruim celular veio quebrado,Negativo,-0.6374,0.0,0.542,0.458
"A bicicleta é maravilhoso, adorei demais!",bicicleta maravilhoso adorei demais,Positivo,0.4457,0.283,0.0,0.717
O tênis chegou no prazo previsto.,tênis chegou prazo previsto,Neutro,0.001,0.001,0.0,0.999
Qual a diferença entre o tênis e o modelo anterior?,diferença entre tênis modelo anterior,Neutro,0.0156,0.014,0.0,0.986
Fui até a loja física para trocar o relógio.,fui até loja física trocar relógio,Neutro,0.0371,0.032,0.0,0.968
O livro chegou no prazo previsto.,livro chegou prazo previsto,Neutro,0.0404,0.036,0.0,0.964
"Atendimento nota 10, resolveram meu problema rapidinho.",atendimento nota resolveram problema rapidinho,Positivo,0.8587,0.779,0.0,0.221
"O preço horrível, cobraram duas vezes no cartão.",preço horrível cobraram duas vezes cartão,Negativo,-0.6333,0.0,0.429,0.571
"Simplesmente incrível, o prazo de entrega sensacional!",simplesmente incrível prazo entrega sensacional,Positivo,0.5424,0.514,0.0,0.486
"Comprei o produto e chegou rápido, super satisfeito!",comprei produto chegou rápido super satisfeito,Positivo,0.7976,0.546,0.0,0.454
"A bicicleta superou minhas expectativas, muito bom!",bicicleta superou expectativas bom,Positivo,0.4872,0.335,0.0,0.665
"Nunca mais compro dessa marca, o produto quebrou em uma semana.",nunca compro dessa marca produto quebrou semana,Negativo,-0.7536,0.0,0.681,0.319
"Péssimo a qualidade, não recomendo.",péssimo qualidade recomendo,Negativo,-0.6444,0.0,0.582,0.418
"Que ótima experiência de compra, tudo maravilhoso!",ótima experiência compra tudo maravilhoso,Positivo,0.7313,0.45,0.0,0.55
Qual a diferença entre o pedido e o modelo anterior?,diferença entre pedido modelo anterior,Neutro,0.039,0.038,0.0,0.962
"Recebi o fone de ouvido, embalagem estava ok.",recebi fone ouvido embalagem estava,Neutro,-0.0012,0.0,0.001,0.999
"Atendimento horrível, ninguém resolve nada.",atendimento horrível ninguém resolve nada,Negativo,-0.8939,0.0,0.792,0.208
"Péssimo o prazo de entrega, não recomendo.",péssimo prazo entrega recomendo,Negativo,-0.5461,0.0,0.394,0.606
"Muito bom o relógio, ficou perfeito, adorei o resultado!",bom relógio ficou perfeito adorei resultado,Positivo,0.7091,0.693,0.0,0.307
"O produto é maravilhoso, adorei demais!",produto maravilhoso adorei demais,Positivo,0.5047,0.468,0.0,0.532
"Recebi o brinquedo, embalagem estava ok.",recebi brinquedo embalagem estava,Neutro,-0.0321,0.0,0.027,0.973
Alguém sabe informar o prazo de entrega de a bicicleta?,alguém sabe informar prazo entrega bicicleta,Neutro,0.0318,0.026,0.0,0.974
"O preço impecável, virei cliente fiel dessa marca.",preço impecável virei cliente fiel dessa marca,Positivo,0.6622,0.518,0.0,0.482
"Equipe muito profissional, super recomendo essa marca!",equipe profissional super recomendo marca,Positivo,0.748,0.728,0.0,0.272
Alguém sabe informar o prazo de entrega de a blusa?,alguém sabe informar prazo entrega blusa,Neutro,-0.0336,0.0,0.03,0.97
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.6458,0.0,0.548,0.452
"Recebi o celular, embalagem estava ok.",recebi celular embalagem estava,Neutro,0.0429,0.043,0.0,0.957
Melhor experiência que já tive com a entrega.,melhor experiência entrega,Positivo,0.5393,0.463,0.0,0.537
"O relógio tem cor azul e branca, conforme o anúncio.",relógio cor azul branca conforme anúncio,Neutro,0.0154,0.015,0.0,0.985
"Equipe super atencioso, super recomendo essa marca!",equipe super atencioso super recomendo marca,Positivo,0.8482,0.687,0.0,0.313
Vi a propaganda da marca na TV hoje.,propaganda marca hoje,Neutro,-0.0408,0.0,0.025,0.975
"O preço horrível, demorou semanas para resolver.",preço horrível demorou semanas resolver,Negativo,-0.6704,0.0,0.508,0.492
O perfume chegou no prazo previsto.,perfume chegou prazo previsto,Neutro,-0.0383,0.0,0.023,0.977
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.7242,0.0,0.524,0.476
"O pedido é horrível, não vale o preço, decepção total.",pedido horrível vale preço decepção total,Negativo,-0.6762,0.0,0.608,0.392
"Excelente o suporte, recomendo a todos!",excelente suporte recomendo todos,Positivo,0.4055,0.252,0.0,0.748
"O tênis veio com defeito, muito decepcionado.",tênis veio defeito decepcionado,Negativo,-0.8286,0.0,0.498,0.502
"Voltarei a comprar com certeza, de primeira qualidade!",voltarei comprar certeza primeira qualidade,Positivo,0.7439,0.729,0.0,0.271
Fui até a loja física para trocar o fone de ouvido.,fui até loja física trocar fone ouvido,Neutro,-0.0489,0.0,0.035,0.965
"A blusa é maravilhoso, adorei demais!",blusa maravilhoso adorei demais,Positivo,0.7487,0.737,0.0,0.263
Extremamente decepcionado com a blusa.,extremamente decepcionado blusa,Negativo,-0.7995,0.0,0.599,0.401
Estou pesquisando opiniões sobre o prazo de entrega antes de comprar.,estou pesquisando opiniões sobre prazo entrega antes comprar,Neutro,-0.0254,0.0,0.022,0.978
"O eletrodoméstico tem cor azul e branca, conforme o anúncio.",eletrodoméstico cor azul branca conforme anúncio,Neutro,-0.0449,0.0,0.037,0.963
"Suporte não responde, estou muito insatisfeito.",suporte responde estou insatisfeito,Negativo,-0.6291,0.0,0.475,0.525
Estou pesquisando opiniões sobre o prazo de entrega antes de comprar.,estou pesquisando opiniões sobre prazo entrega antes comprar,Neutro,-0.0228,0.0,0.021,0.979
"Suporte não responde, estou muito insatisfeito.",suporte responde estou insatisfeito,Negativo,-0.5779,0.0,0.537,0.463
"Atendimento horrível, ninguém resolve nada.",atendimento horrível ninguém resolve nada,Negativo,-0.4335,0.0,0.413,0.587
"Atendimento nota 10, resolveram meu problema rapidinho.",atendimento nota resolveram problema rapidinho,Positivo,0.6004,0.592,0.0,0.408
"O preço impecável, virei cliente fiel dessa marca.",preço impecável virei cliente fiel dessa marca,Positivo,0.5456,0.476,0.0,0.524
"Voltarei a comprar com certeza, muito profissional!",voltarei comprar certeza profissional,Positivo,0.8924,0.821,0.0,0.179
Fui até a loja física para trocar o livro.,fui até loja física trocar livro,Neutro,0.0019,0.001,0.0,0.999
"Muito bom a blusa, ficou perfeito, adorei o resultado!",bom blusa ficou perfeito adorei resultado,Positivo,0.6253,0.437,0.0,0.563
"Serviço ruim, atendimento péssimo, não voltarei.",serviço ruim atendimento péssimo voltarei,Negativo,-0.5629,0.0,0.438,0.562
Qual a diferença entre o fone de ouvido e o modelo anterior?,diferença entre fone ouvido modelo anterior,Neutro,0.0011,0.001,0.0,0.999
"O site impecável, virei cliente fiel dessa marca.",site impecável virei cliente fiel dessa marca,Positivo,0.6987,0.587,0.0,0.413
"Muito satisfeito com o livro, vale cada centavo.",satisfeito livro vale cada centavo,Positivo,0.5354,0.334,0.0,0.666
"Excelente o suporte, recomendo a todos!",excelente suporte recomendo todos,Positivo,0.8857,0.804,0.0,0.196
"A loja fica aberta até as 22h, segundo o site.",loja fica aberta até segundo site,Neutro,0.0491,0.043,0.0,0.957
"Muito bom o fone de ouvido, ficou perfeito, adorei o resultado!",bom fone ouvido ficou perfeito adorei resultado,Positivo,0.4227,0.328,0.0,0.672
"O brinquedo é horrível, não vale o preço, decepção total.",brinquedo horrível vale preço decepção total,Negativo,-0.5316,0.0,0.503,0.497
O produto chegou no prazo previsto.,produto chegou prazo previsto,Neutro,0.0021,0.002,0.0,0.998
"Atendimento nota 10, resolveram meu problema rapidinho.",atendimento nota resolveram problema rapidinho,Positivo,0.4153,0.337,0.0,0.663
Alguém sabe informar o prazo de entrega de o notebook?,alguém sabe informar prazo entrega notebook,Neutro,-0.036,0.0,0.027,0.973
"Muito ruim a experiência de compra, experiência péssima.",ruim experiência compra experiência péssima,Negativo,-0.7433,0.0,0.737,0.263
"Adorei o site da marca, muito rápido e eficiente!",adorei site marca rápido eficiente,Positivo,0.7861,0.763,0.0,0.237
Fui até a loja física para trocar o produto.,fui até loja física trocar produto,Neutro,0.0248,0.022,0.0,0.978
"Recebi a blusa, embalagem estava ok.",recebi blusa embalagem estava,Neutro,0.0176,0.017,0.0,0.983
"Que compra ruim, o brinquedo veio quebrado.",compra ruim brinquedo veio quebrado,Negativo,-0.4434,0.0,0.436,0.564
Melhor experiência que já tive com a qualidade.,melhor experiência qualidade,Positivo,0.7483,0.496,0.0,0.504
"Não indico essa marca pra ninguém, o produto quebrou em uma semana.",indico marca pra ninguém produto quebrou semana,Negativo,-0.46,0.0,0.381,0.619
"Que ótima experiência de compra, tudo maravilhoso!",ótima experiência compra tudo maravilhoso,Positivo,0.5216,0.494,0.0,0.506
"Produto de baixa qualidade, dinheiro jogado fora.",produto baixa qualidade dinheiro jogado fora,Negativo,-0.806,0.0,0.737,0.263
"Recebi o relógio, embalagem estava ok.",recebi relógio embalagem estava,Neutro,-0.0356,0.0,0.025,0.975
"Péssimo o site, não recomendo.",péssimo site recomendo,Negativo,-0.61,0.0,0.506,0.494
Qual a diferença entre a blusa e o modelo anterior?,diferença entre blusa modelo anterior,Neutro,-0.0012,0.0,0.001,0.999
"O site impecável, virei cliente fiel dessa marca.",site impecável virei cliente fiel dessa marca,Positivo,0.4621,0.28,0.0,0.72
Vi a propaganda da marca na TV hoje.,propaganda marca hoje,Neutro,-0.0345,0.0,0.028,0.972
Melhor experiência que já tive com o suporte.,melhor experiência suporte,Positivo,0.5357,0.327,0.0,0.673
"Comprei o eletrodoméstico ontem, ainda vou testar.",comprei eletrodoméstico ontem ainda vou testar,Neutro,-0.0263,0.0,0.017,0.983
"Serviço ruim, atendimento péssimo, não voltarei.",serviço ruim atendimento péssimo voltarei,Negativo,-0.6108,0.0,0.455,0.545
"Voltarei a comprar com certeza, acima da expectativa!",voltarei comprar certeza acima expectativa,Positivo,0.7447,0.663,0.0,0.337
"Equipe rápido e eficiente, super recomendo essa marca!",equipe rápido eficiente super recomendo marca,Positivo,0.4782,0.382,0.0,0.618
"Atendimento horrível, ninguém resolve nada.",atendimento horrível ninguém resolve nada,Negativo,-0.6071,0.0,0.447,0.553
"Nunca mais compro dessa marca, demorou semanas para resolver.",nunca compro dessa marca demorou semanas resolver,Negativo,-0.7059,0.0,0.626,0.374
"A bicicleta é horrível, não vale o preço, decepção total.",bicicleta horrível vale preço decepção total,Negativo,-0.8834,0.0,0.666,0.334
"Adorei a embalagem da marca, muito acima da expectativa!",adorei embalagem marca acima expectativa,Positivo,0.7536,0.547,0.0,0.453
Qual a diferença entre o relógio e o modelo anterior?,diferença entre relógio modelo anterior,Neutro,-0.0423,0.0,0.038,0.962
"A compra superou minhas expectativas, muito bom!",compra superou expectativas bom,Positivo,0.5709,0.523,0.0,0.477
"Produto de baixa qualidade, dinheiro jogado fora.",produto baixa qualidade dinheiro jogado fora,Negativo,-0.6891,0.0,0.502,0.498
"Muito bom o eletrodoméstico, ficou perfeito, adorei o resultado!",bom eletrodoméstico ficou perfeito adorei resultado,Positivo,0.7561,0.627,0.0,0.373
"Muito satisfeito com o fone de ouvido, vale cada centavo.",satisfeito fone ouvido vale cada centavo,Positivo,0.5096,0.38,0.0,0.62
Melhor experiência que já tive com o app.,melhor experiência app,Positivo,0.8221,0.699,0.0,0.301
Estou pesquisando opiniões sobre o app antes de comprar.,estou pesquisando opiniões sobre app antes comprar,Neutro,0.0146,0.011,0.0,0.989
Alguém sabe informar o prazo de entrega de a compra?,alguém sabe informar prazo entrega compra,Neutro,-0.0166,0.0,0.016,0.984
"Ótimo o app, estou muito feliz com a compra!",ótimo app estou feliz compra,Positivo,0.7159,0.686,0.0,0.314
"Comprei o tênis ontem, ainda vou testar.",comprei tênis ontem ainda vou testar,Neutro,0.0036,0.003,0.0,0.997
"A qualidade horrível, o produto quebrou em uma semana.",qualidade horrível produto quebrou semana,Negativo,-0.7127,0.0,0.474,0.526
"Atendimento nota 10, resolveram meu problema rapidinho.",atendimento nota resolveram problema rapidinho,Positivo,0.763,0.542,0.0,0.458
"A loja fica aberta até as 22h, segundo o site.",loja fica aberta até segundo site,Neutro,0.0444,0.029,0.0,0.971
Alguém sabe informar o prazo de entrega de o eletrodoméstico?,alguém sabe informar prazo entrega eletrodoméstico,Neutro,-0.0046,0.0,0.004,0.996
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.5727,0.0,0.435,0.565
"Péssimo o app, não recomendo.",péssimo app recomendo,Negativo,-0.5995,0.0,0.408,0.592
"Entrega atrasou muito, o produto quebrou em uma semana.",entrega atrasou produto quebrou semana,Negativo,-0.5734,0.0,0.486,0.514
"Suporte não responde, estou muito insatisfeito.",suporte responde estou insatisfeito,Negativo,-0.5203,0.0,0.344,0.656
"Péssimo o preço, não recomendo.",péssimo preço recomendo,Negativo,-0.8495,0.0,0.701,0.299
Alguém sabe informar o prazo de entrega de o perfume?,alguém sabe informar prazo entrega perfume,Neutro,0.0095,0.008,0.0,0.992
"Adorei o preço da marca, muito de primeira qualidade!",adorei preço marca primeira qualidade,Positivo,0.6599,0.49,0.0,0.51
O notebook chegou no prazo previsto.,notebook chegou prazo previsto,Neutro,0.0178,0.017,0.0,0.983
Qual a diferença entre o fone de ouvido e o modelo anterior?,diferença entre fone ouvido modelo anterior,Neutro,0.0468,0.038,0.0,0.962
"Ótimo o suporte, estou muito feliz com a compra!",ótimo suporte estou feliz compra,Positivo,0.6614,0.41,0.0,0.59
